,Time,Open,High,Low,Close,Volume,label
128,732891,1.36975,1.38178,1.36811,1.37698,800391.0,0
129,732893,1.3786,1.38387,1.3786,1.38093,46411.0,0
130,732894,1.38109,1.38386,1.37764,1.38086,861447.0,0
131,732895,1.38088,1.38132,1.37314,1.37513,859709.0,0
132,732896,1.37524,1.38259,1.37185,1.38005,861050.0,0
133,732897,1.38014,1.38167,1.36533,1.36625,860435.0,0
134,732898,1.3664,1.37049,1.36406,1.36907,769005.0,0
135,732900,1.36887,1.37047,1.3678,1.37025,89287.0,0
136,732901,1.37025,1.37091,1.35974,1.36115,859517.0,0
137,732902,1.36108,1.3625,1.35183,1.35215,858583.0,0
138,732903,1.35216,1.35251,1.34032,1.34077,858192.0,0
139,732904,1.34096,1.34464,1.33594,1.34241,857027.0,0
140,732905,1.34263,1.3546,1.33691,1.34721,769548.0,0
141,732907,1.3476,1.34947,1.34701,1.34931,90599.0,1
142,732908,1.3492,1.35076,1.34557,1.34627,855708.0,1
143,732909,1.34632,1.35203,1.34485,1.34563,855174.0,1
144,732910,1.34558,1.35582,1.34459,1.35513,860770.0,0
145,732911,1.35524,1.35879,1.35324,1.35566,860734.0,1
146,732912,1.35572,1.36828,1.35497,1.36725,769321.0,0
147,732914,1.36745,1.36852,1.36612,1.36768,104188.0,0
148,732915,1.36761,1.36804,1.36211,1.36254,859411.0,1
149,732916,1.36234,1.36799,1.3563,1.3568,855484.0,0
150,732917,1.35675,1.36802,1.3557,1.36496,846647.0,0
151,732918,1.36501,1.3730198122999695,1.35883,1.36623,861163.0,0
152,732919,1.36636,1.37191,1.36158,1.36279,766613.0,0
153,732921,1.36276,1.36349,1.36205,1.36305,105462.0,1
154,732922,1.36306,1.36541,1.36017,1.36106,858587.0,1
155,732923,1.36096,1.36256,1.3548,1.36182,854796.0,1
156,732924,1.36176,1.36712,1.3566,1.36443,842406.0,0
157,732925,1.36453,1.37098,1.36308,1.36808,859466.0,1
158,732926,1.36826,1.37978,1.36601,1.37657,770247.0,1
159,732928,1.37681,1.37851,1.37659,1.37753,102877.0,1
160,732929,1.37755,1.38143,1.37644,1.37853,859631.0,1
161,732930,1.37852,1.38482,1.37756,1.38283,862952.0,0
162,732931,1.38288,1.39141,1.38207,1.38897,857233.0,0
163,732932,1.38899,1.39265,1.386,1.387,858910.0,0
164,732933,1.38708,1.38947,1.38414,1.3868,798587.0,1
165,732935,1.3868,1.38727,1.38522,1.38685,46215.0,1
166,732936,1.3869,1.38899,1.38474,1.38675,857807.0,1
167,732937,1.38675,1.39889,1.38271,1.39634,863966.0,1
168,732938,1.39644,1.39867,1.39323,1.397,861700.0,0
169,732939,1.397,1.40993,1.39673,1.40737,860407.0,0
170,732940,1.4076,1.4177418893361045,1.400080678155229,1.40885,766797.0,1
171,732942,1.40901,1.40946,1.40811,1.40906,106607.0,1
172,732943,1.40907,1.41293,1.40629,1.4069,858505.0,1
173,732944,1.40688,1.41628,1.40567,1.41387,866590.0,1
174,732945,1.4139,1.41556,1.41084,1.41246,862701.0,0
175,732946,1.41246,1.41892,1.4086581294386173,1.416,862499.0,0
176,732947,1.41602,1.42772,1.41491,1.42656,800908.0,0
177,732949,1.42723,1.42808,1.42604,1.4266,61386.0,0
178,732950,1.42672,1.4274,1.42075,1.423,861029.0,0
179,732951,1.42308,1.42343,1.41353,1.41526,864433.0,0
180,732952,1.41522,1.42012,1.40791,1.4091,864664.0,0
181,732953,1.40922,1.41488,1.40641,1.41325,864959.0,0
182,732954,1.41317,1.41569,1.40313,1.41336,801078.0,0
183,732956,1.4134,1.41526,1.41314,1.41362,45325.0,1
184,732957,1.41376,1.41402,1.40321,1.40434,864433.0,1
185,732958,1.4043,1.41177,1.40093,1.41064,863330.0,0
186,732959,1.41066,1.41715,1.40914,1.41405,865034.0,0
187,732960,1.41408,1.42402,1.41327,1.41975,868196.0,0
188,732961,1.41986,1.42125,1.41522,1.41763,775373.0,0
189,732963,1.41745,1.41866,1.41583,1.41607,105340.0,1
190,732964,1.41627,1.42429,1.41559,1.41932,864174.0,1
191,732965,1.41947,1.42265,1.41397,1.41715,865002.0,0
192,732966,1.41725,1.42301,1.41562,1.42051,866295.0,0
193,732967,1.42041,1.43097,1.41985,1.42809,863990.0,0
194,732968,1.42798,1.43179,1.42426,1.42985,800851.0,0
195,732970,1.43037,1.43501,1.43037,1.43316,62152.0,0
196,732971,1.43304,1.43388,1.41231,1.41878,865187.0,0
197,732972,1.41883,1.42782,1.41754,1.42506,860153.0,0
198,732973,1.42508,1.42698,1.41873,1.42453,861660.0,0
199,732974,1.42442,1.43443,1.42436,1.43218,860089.0,1
200,732975,1.43239,1.43953,1.43137,1.43908,799455.0,1
201,732977,1.44146,1.44221,1.43988,1.44062,279384.30251289567,1
202,732978,1.4406,1.44378,1.43738,1.43899,862456.0,1
203,732979,1.43908,1.44428,1.43717,1.44316,862192.0,1
204,732980,1.44338,1.45035,1.439256535537979,1.44695,860112.0,0
205,732981,1.44696,1.44788,1.43995,1.44295,863117.0,0
206,732982,1.44304,1.45273,1.44184,1.45033,770036.0,1
207,732984,1.45132,1.45234,1.44892,1.45006,80838.0,1
208,732985,1.44994,1.45095,1.44406,1.44795,861614.0,1
209,732986,1.44775,1.45706,1.44654,1.45546,859484.0,1
210,732987,1.45527,1.47294,1.45495,1.46478,279384.302549637,0
211,732988,1.46484,1.47027,1.46212,1.46938,859306.0,0
212,732989,1.46945,1.47519,1.46286,1.46725,806182.0,0
213,732991,1.46701,1.46758,1.46322,1.46417,49785.0,1
214,732992,1.46406,1.46632,1.45168,1.45535,861521.0,0
215,732993,1.45535,1.46325,1.45506,1.46247,855198.0,1
216,732994,1.46233,1.47245,1.46176,1.4642,861213.0,0
217,732995,1.46434,1.47038,1.4563950116280877,1.46253,859401.0,1
218,732996,1.46237,1.46721,1.45786,1.46584,808846.0,1
219,732998,1.46689,1.4688,1.46601,1.46827,35127.0,1
220,732999,1.46831,1.46884,1.4617,1.46613,859547.0,0
221,733000,1.46601,1.48517,1.46303,1.48223,857790.0,0
222,733001,1.48242,1.48689,1.47707,1.48493,855713.0,0
223,733002,1.4847,1.4873,1.48185,1.48557,857022.0,0
224,733003,1.48621,1.49646,1.47816,1.48358,790552.0,0
225,733005,1.48193,1.48393,1.48159,1.48306,81042.0,0
226,733006,1.48301,1.48869,1.48011,1.48554,859027.0,0
227,733007,1.48537,1.49078,1.48061,1.48329,857174.0,0
228,733008,1.48335,1.48579,1.47078,1.48249,857004.0,0
229,733009,1.48241,1.48442,1.47188,1.47655,860511.0,0
230,733010,1.47655,1.47849,1.46231,1.46315,812724.0,1
231,733012,1.4636,1.46653,1.46338,1.46514,49767.0,0
232,733013,1.46492,1.47077,1.4618,1.46504,855148.0,0
233,733014,1.46497,1.47688,1.46315,1.4747,862529.0,0
234,733015,1.47475,1.47701,1.45905,1.4616,860058.0,0
235,733016,1.46156,1.46593,1.45234,1.46361,856495.0,1
236,733017,1.46369,1.46725,1.45946,1.46534,810973.0,1
237,733019,1.46539,1.4659,1.46397,1.46455,33991.0,1
238,733020,1.4646,1.47356,1.46361,1.47083,858010.0,0
239,733021,1.47085,1.47506,1.46378,1.46633,863654.0,0
240,733022,1.4663,1.4748,1.46469,1.47215,861803.0,0
241,733023,1.47228,1.47379,1.45742,1.46186,863560.0,0
242,733024,1.46186,1.46578,1.44094,1.44282,795289.0,0
243,733026,1.43892,1.44359,1.43838,1.44288,81967.0,0
244,733027,1.44285,1.44521,1.43273,1.44007,859098.0,0
245,733028,1.43973,1.44357,1.43639,1.44108,861142.0,0
246,733029,1.44095,1.44235,1.43229,1.43816,863035.0,0
247,733030,1.43807,1.43873,1.43073,1.43337,861252.0,1
248,733031,1.4337,1.44101,1.433,1.43772,811348.0,1
249,733033,1.43738,1.43838,1.43643,1.43805,50529.0,1
250,733034,1.438,1.44129,1.43692,1.43888,862505.0,1
251,733035,1.43897,1.44205,1.43825,1.43981,861773.0,1
252,733036,1.43968,1.45058,1.43957,1.44731,862681.0,0
253,733037,1.44753,1.46411,1.44643,1.45988,858604.0,0
254,733038,1.45987,1.47273,1.45873,1.4721,812180.0,0
255,733040,1.47133,1.47393,1.47022,1.47325,34422.0,0
256,733041,1.47369,1.47491,1.45651,1.45785,862282.0,0
257,733042,1.45788,1.46285,1.45718,1.45983,860616.0,1
258,733043,1.46006,1.4749,1.45938,1.47164,861111.0,0
259,733044,1.47158,1.47807,1.46842,1.47395,861254.0,0
260,733045,1.47398,1.48241,1.4691,1.47397,795805.0,0
261,733047,1.47452,1.47547,1.4737,1.47405,81057.0,0
262,733048,1.47384,1.4743,1.46557,1.46846,862192.0,1
263,733049,1.46828,1.47428,1.46754,1.47123,862802.0,0
264,733050,1.47127,1.47427,1.46357,1.46569,859187.0,0
265,733051,1.46575,1.48133,1.46387,1.47882,864000.0,1
266,733052,1.47889,1.4819,1.47585,1.47717,811336.0,1
267,733054,1.47797,1.48159,1.47779,1.48037,49884.0,0
268,733055,1.48042,1.49146,1.47931,1.48678,865646.0,0
269,733056,1.48704,1.49219,1.47698,1.48004,867181.0,0
270,733057,1.4801,1.48583,1.45923,1.46724,864884.0,0
271,733058,1.46733,1.4729869871942067,1.45863,1.46345,860697.0,0
272,733059,1.4632,1.46941,1.45982,1.46168,809478.0,1
273,733061,1.46029,1.46042,1.45496,1.45512,34364.0,1
274,733062,1.45504,1.45668,1.4388,1.44013,862119.0,1
275,733063,1.4399,1.4684,1.4399,1.46375,862854.0,0
276,733064,1.4638,1.4646,1.45072,1.4601,864248.0,0
277,733065,1.4599,1.47779,1.45874,1.47595,865640.0,1
278,733066,1.47616,1.47736,1.46567,1.46807,797297.0,1
279,733068,1.46779,1.47084,1.46588,1.46674,80059.0,1
280,733069,1.46664,1.47977,1.46591,1.4773,869847.0,0
281,733070,1.47714,1.4788,1.47346,1.47588,867431.0,1
282,733071,1.47589,1.49073,1.47508,1.48278,869441.0,0
283,733072,1.48296,1.49137,1.47994,1.48587,869665.0,0
284,733073,1.48591,1.49468,1.47839,1.47995,817315.0,0
285,733075,1.48036,1.48073,1.47895,1.48018,50130.0,0
286,733076,1.48032,1.48482,1.47889,1.48158,865555.0,0
287,733077,1.48174,1.48213,1.46185,1.46338,867876.0,0
288,733078,1.46346,1.46699,1.45877,1.46211,867290.0,0
289,733079,1.46208,1.46513,1.44366,1.44796,864104.0,1
290,733080,1.44814,1.45475,1.44467,1.4503,817586.0,1
291,733082,1.45127,1.45456,1.45076,1.45432,35519.0,1
292,733083,1.45427,1.45786,1.44788,1.45015,867723.0,1
293,733084,1.45018,1.46141,1.44933,1.45725,869639.0,0
294,733085,1.4572,1.45988,1.45307,1.45631,867798.0,0
295,733086,1.4561,1.46475,1.45581,1.46315,868278.0,0
296,733087,1.46318,1.47084,1.46266,1.46802,802197.0,1
297,733089,1.4679,1.46806,1.46595,1.46656,81946.0,1
298,733090,1.46646,1.46901,1.46081,1.46544,865220.0,1
299,733091,1.46534,1.4756,1.46445,1.47245,866638.0,0
300,733092,1.47234,1.47329,1.46123,1.47108,862637.0,0
301,733093,1.47119,1.48366,1.46986,1.4802,865769.0,1
302,733094,1.48,1.48614,1.47847,1.48235,814882.0,1
303,733096,1.48363,1.48396,1.4818,1.48259,49798.0,1
304,733097,1.4825,1.4844,1.47909,1.48245,866236.0,1
305,733098,1.48245,1.49858,1.47754,1.49858,861347.0,0
306,733099,1.49849,1.51435,1.49774,1.51177,859335.0,0
307,733100,1.51177,1.52301,1.50706,1.51674,865092.0,1
308,733101,1.51651,1.52383,1.51417,1.5177,814475.0,1
309,733103,1.51928,1.5253999558571247,1.51854,1.52125,34501.0,1
310,733104,1.52116,1.52734,1.51554,1.52023,865951.0,1
311,733105,1.52044,1.52467,1.51706,1.51982,868390.0,1
312,733106,1.51969,1.53015,1.51425,1.52823,866708.0,0
313,733107,1.52818,1.53957,1.52678,1.53712,867921.0,0
314,733108,1.53699,1.54591,1.53138,1.5354,803928.0,0
315,733110,1.53607,1.5403,1.53544,1.53815,89254.0,1
316,733111,1.53818,1.54003,1.53116,1.53394,867314.0,1
317,733112,1.53398,1.54948,1.52812,1.53497,858234.0,0
318,733113,1.53514,1.55725,1.53423,1.55227,866440.0,0
319,733114,1.55229,1.56433,1.55184,1.55915,866072.0,1
320,733115,1.55922,1.56869,1.55294,1.56714,773780.0,0
321,733117,1.56745,1.58061,1.56709,1.57858,91707.0,0
322,733118,1.57858,1.59021,1.56859,1.57379,871747.0,0
323,733119,1.57362,1.58311,1.56081,1.56584,868066.0,0
324,733120,1.56558,1.57852,1.55676,1.55814,868042.0,0
325,733121,1.55828,1.56079,1.53926,1.54065,865254.0,1
326,733122,1.54061,1.54739,1.54035,1.54269,767618.0,1
327,733124,1.54349,1.54389,1.53976,1.53996,105749.0,1
328,733125,1.53998,1.54543,1.53381,1.54325,867852.0,1
329,733126,1.54314,1.56579,1.54079,1.56358,856518.0,0
330,733127,1.56321,1.58582,1.55795,1.58234,857501.0,0
331,733128,1.58239,1.58455,1.57237,1.57756,864800.0,0
332,733129,1.57762,1.58387,1.57392,1.57918,802649.0,0
333,733131,1.57956,1.57984,1.57931,1.57965,45815.0,0
334,733132,1.57968,1.58974,1.57444,1.57715,861139.0,0
335,733133,1.57708,1.57857,1.55612,1.56015,863418.0,0
336,733134,1.56036,1.57007,1.5531,1.56519,863860.0,0
337,733135,1.56515,1.56858,1.55073,1.56523,862854.0,1
338,733136,1.56511,1.57726,1.5618444997619012,1.57352,763131.0,0
339,733138,1.57302,1.57375,1.56964,1.57005,90623.0,1
340,733139,1.57015,1.57883,1.56247,1.57727,864691.0,0
341,733140,1.57712,1.57983,1.56718,1.57025,865639.0,0
342,733141,1.57038,1.58645,1.56835,1.58388,865155.0,0
343,733142,1.58388,1.59143,1.57221,1.57591,868681.0,1
344,733143,1.57598,1.58564,1.5747,1.58091,773233.0,0
345,733145,1.57834,1.57834,1.56684,1.56828,106530.0,1
346,733146,1.56827,1.58867,1.56811,1.58236,864874.0,1
347,733147,1.58237,1.58754,1.57486,1.57898,867814.0,1
348,733148,1.57934,1.59786,1.57746,1.59156,864038.0,0
349,733149,1.59167,1.59826,1.58446,1.58871,866876.0,1
350,733150,1.58865,1.59566,1.57092,1.5812,801705.0,1
351,733152,1.58086,1.58261,1.57924,1.58118,61494.0,1
352,733153,1.58133,1.59466,1.5789,1.59097,867653.0,0
353,733154,1.59105,1.60183,1.58307,1.59749,863739.0,0
354,733155,1.59749,1.6004265995843905,1.58583,1.5876,869106.0,0
355,733156,1.58721,1.58755,1.56331,1.5686,869979.0,0
356,733157,1.56859,1.57063,1.55506,1.56276,804931.0,0
357,733159,1.56242,1.56291,1.55892,1.56197,62736.0,1
358,733160,1.5623,1.56924,1.55904,1.56485,866525.0,0
359,733161,1.56509,1.56583,1.55384,1.55633,866876.0,0
360,733162,1.55623,1.56415,1.55161,1.5629,865498.0,0
361,733163,1.56272,1.56425,1.54273,1.54638,863145.0,1
362,733164,1.5463,1.54978,1.53599,1.54218,804362.0,1
363,733166,1.5427,1.5451,1.54204,1.54444,46487.0,0
364,733167,1.5444,1.55211,1.54232,1.55152,865462.0,0
365,733168,1.55148,1.55945,1.54495,1.55106,865881.0,0
366,733169,1.5511,1.55181,1.53312,1.53406,865693.0,0
367,733170,1.53414,1.54407,1.52825,1.54005,865593.0,1
368,733171,1.54016,1.54886,1.53905,1.54811,774677.0,0
369,733173,1.54831,1.54846,1.54384,1.54715,104572.0,0
370,733174,1.54707,1.55699,1.53627,1.5515,861799.0,0
371,733175,1.55134,1.55653,1.54275,1.54616,864181.0,1
372,733176,1.54615,1.5486,1.53925,1.54587,864658.0,0
373,733177,1.5458,1.5547,1.54173,1.54558,864536.0,1
374,733178,1.54572,1.56019,1.543852777750039,1.55748,802751.0,1
375,733180,1.55779,1.5598,1.55687,1.55762,61437.0,1
376,733181,1.5578,1.56333,1.54811,1.55303,867158.0,1
377,733182,1.55299,1.56796,1.55035,1.5663,864382.0,0
378,733183,1.56616,1.58009,1.56287,1.57843,868776.0,0
379,733184,1.57839,1.5813,1.56893,1.57208,867555.0,0
380,733185,1.572,1.57939,1.56947,1.57578,808135.0,0
381,733187,1.57652,1.5791,1.57457,1.57795,45590.0,0
382,733188,1.57814,1.58003,1.57391,1.57857,865570.0,0
383,733189,1.57878,1.58178,1.56695,1.56747,865088.0,0
384,733190,1.56747,1.576,1.56056,1.56496,861951.0,0
385,733191,1.56508,1.5662,1.548,1.55144,860065.0,1
386,733192,1.55138,1.55682,1.54594,1.55512,773034.0,0
387,733194,1.55512,1.55655,1.55433,1.55549,105505.0,0
388,733195,1.55542,1.55881,1.54845,1.55334,864982.0,1
389,733196,1.55329,1.56275,1.54085,1.54407,860363.0,0
390,733197,1.54412,1.54825,1.54157,1.54251,862942.0,0
391,733198,1.54251,1.56045,1.53633,1.55838,862057.0,0
392,733199,1.55857,1.5778,1.55691,1.57748,799730.0,0
393,733201,1.57831,1.57986,1.57614,1.57649,60708.0,0
394,733202,1.5766,1.58432,1.55547,1.55819,862014.0,0
395,733203,1.55809,1.56177,1.54371,1.54655,861823.0,0
396,733204,1.54656,1.55868,1.54529,1.5535,861763.0,0
397,733205,1.55333,1.55386,1.53764,1.54416,861445.0,1
398,733206,1.54429,1.54621,1.53004,1.5377,803806.0,1
399,733208,1.53826,1.54126,1.53683,1.53889,46267.0,1
400,733209,1.53895,1.55188,1.53433,1.54634,861482.0,0
401,733210,1.54632,1.55514,1.54607,1.55135,864320.0,1
402,733211,1.55148,1.55798,1.54598,1.55694,860855.0,0
403,733212,1.55694,1.55863,1.54631,1.54966,859717.0,1
404,733213,1.54947,1.5651,1.54903,1.56028,772731.0,0
405,733215,1.56153,1.56357,1.55917,1.56188,104432.0,1
406,733216,1.56193,1.56247,1.54661,1.55145,860802.0,1
407,733217,1.55152,1.56216,1.54876,1.55665,858824.0,0
408,733218,1.55667,1.56872,1.55335,1.56659,859279.0,0
409,733219,1.56677,1.57672,1.56249,1.57421,861131.0,1
410,733220,1.57413,1.57924,1.57154,1.57906,800757.0,1
411,733222,1.57789,1.57979,1.57701,1.57875,60755.0,1
412,733223,1.57861,1.58359,1.5692838675378469,1.57466,859535.0,0
413,733224,1.57462,1.58249,1.5721,1.5803,857791.0,0
414,733225,1.58024,1.58917,1.57736,1.58775,853542.0,0
415,733226,1.58762,1.59117,1.56708,1.57066,855442.0,1
416,733227,1.57039,1.57262,1.56524,1.57029,797257.0,0
417,733229,1.57002,1.57064,1.56487,1.56506,45897.0,1
418,733230,1.56522,1.57533,1.56072,1.5723,857962.0,0
419,733231,1.57208,1.57392,1.5629108563356249,1.56615,857260.0,1
420,733232,1.56618,1.57494,1.56472,1.57287,855342.0,1
421,733233,1.57297,1.58022,1.56876,1.57903,857107.0,1
422,733234,1.57916,1.59472,1.57604,1.59368,768419.0,0
423,733236,1.59498,1.59709,1.5863853307975997,1.58896,104289.0,0
424,733237,1.58882,1.5935,1.58392,1.59058,858590.0,0
425,733238,1.5905,1.60389,1.58643,1.59083,861112.0,0
426,733239,1.59068,1.59477,1.57985,1.5834,856911.0,0
427,733240,1.58312,1.58929,1.57815,1.58246,860126.0,1
428,733241,1.58244,1.58867,1.58035,1.58448,796431.0,0
429,733243,1.58418,1.58583,1.58265,1.58532,62031.0,0
430,733244,1.58536,1.5969565895062168,1.58296,1.59253,857238.0,0
431,733245,1.59269,1.59442,1.57536,1.57778,859225.0,0
432,733246,1.57785,1.57989,1.56664,1.5679,858862.0,0
